location,guests,bedrooms,beds,bathrooms,wifi,parking,kitchen,pool,gym,fireplace,security,price_per_night
Indore,3,2,3,1,0,0,0,0,0,1,1,6246
Varanasi,1,5,5,3,0,0,1,0,0,0,0,8309
Varanasi,5,5,2,1,0,1,1,0,1,0,0,9186
Shimla,4,3,6,2,1,1,1,0,1,1,1,11020
Mumbai,7,2,5,3,1,0,1,0,0,0,0,11402
Jaipur,2,5,1,1,0,1,0,1,1,0,1,11374
Udaipur,10,5,4,2,0,1,0,0,0,0,0,9295
Delhi,2,4,4,2,0,0,0,1,0,1,0,11589
Dehradun,7,4,1,4,1,0,0,1,1,0,1,11627
Delhi,10,1,1,1,0,1,0,0,1,1,0,9902
Chandigarh,4,4,3,1,1,1,0,0,0,0,1,7615
Delhi,4,1,4,1,0,1,1,0,0,0,1,8658
Agra,10,3,1,4,0,0,0,1,0,1,1,10965
Nagpur,3,5,6,4,1,0,0,0,0,1,0,10158
Indore,7,1,5,4,0,1,0,1,1,1,0,11671
Pune,7,1,6,4,0,1,1,0,1,1,0,12305
Lucknow,1,1,2,1,1,1,0,1,1,1,0,9767
Surat,7,5,6,4,0,1,0,1,0,0,0,14255
Indore,7,4,4,2,0,0,0,1,1,1,1,12898
Hyderabad,1,1,6,4,0,0,0,0,0,1,0,9376
Mysore,8,2,1,1,0,1,0,1,0,1,0,9620
Indore,8,4,5,4,0,1,0,1,0,1,0,14192
Indore,10,5,4,2,1,0,1,1,1,0,1,14622
Shimla,5,3,4,3,1,1,0,1,0,0,0,9101
Bangalore,10,4,2,3,0,0,1,1,0,1,0,14223
Indore,1,3,4,2,0,1,0,1,1,1,0,11500
Jaipur,6,1,4,1,1,0,1,1,0,1,0,10535
Agra,7,4,5,2,0,0,1,1,1,0,0,10982
Raipur,6,3,5,1,1,0,1,1,0,1,0,9790
Jodhpur,10,2,4,1,0,0,1,0,1,0,0,9078
Shimla,8,3,6,3,0,0,1,0,0,0,1,10017
Delhi,3,4,1,2,0,0,0,0,0,1,1,9713
Jaipur,2,2,1,2,0,0,1,0,0,1,0,6019
Nagpur,6,4,1,3,0,1,0,1,0,0,1,11876
Raipur,1,3,4,4,1,1,1,0,1,0,0,7902
Mysore,2,3,5,3,1,1,0,1,0,0,0,9642
Ahmedabad,10,3,2,3,1,1,0,0,1,0,0,11721
Mysore,10,3,6,4,1,0,1,1,1,0,0,13698
Nagpur,4,3,2,2,0,1,0,1,0,1,0,11009
Hyderabad,2,2,3,3,1,1,1,0,1,1,1,10965
Ahmedabad,7,4,6,1,0,1,1,0,0,1,1,13455
Indore,8,2,3,3,1,0,0,0,1,1,1,11538
Pune,9,4,4,2,1,1,1,1,1,0,1,15607
Jodhpur,5,2,3,3,1,1,0,0,0,0,0,7768
Mumbai,7,5,4,1,0,0,1,0,0,0,1,10524
Mumbai,4,3,5,1,1,1,1,0,0,1,0,10766
Bhopal,4,5,4,4,1,0,0,0,1,0,0,10551
Chennai,3,2,3,4,1,1,0,0,1,0,1,11093
Delhi,2,5,1,3,0,1,1,0,1,1,0,11441
Surat,6,3,2,1,1,0,1,0,1,0,0,8933
Mumbai,8,1,1,1,1,1,0,0,1,0,0,10099
Varanasi,2,4,6,2,1,0,1,0,1,1,1,10741
Dehradun,3,5,6,2,0,0,1,1,1,0,0,11268
Udaipur,8,2,2,4,1,1,1,0,1,1,0,11491
Coimbatore,9,4,2,2,1,1,1,0,0,0,0,9836
Kolkata,6,1,6,4,0,0,0,1,0,1,1,12780
Udaipur,10,4,6,1,1,1,1,1,1,1,0,13382
Jodhpur,10,1,2,3,1,1,1,0,0,1,0,8104
Surat,10,4,4,4,0,0,0,1,1,1,1,14003
Kolkata,2,2,3,4,1,1,0,0,1,0,0,10137
Raipur,9,2,4,3,1,1,1,0,0,0,0,8600
Nagpur,4,3,2,2,0,0,0,1,1,0,0,10749
Raipur,3,2,3,3,1,1,0,1,0,1,1,10133
Surat,7,5,6,1,0,0,1,0,0,1,0,11122
Hyderabad,2,2,2,1,1,0,1,1,1,1,0,12084
Agra,9,2,5,4,0,0,1,1,0,1,0,12424
Patna,10,5,6,3,1,0,0,1,1,1,1,15877
Bhopal,7,4,4,4,1,0,1,0,0,0,0,11210
Delhi,1,4,2,4,1,1,0,1,0,0,1,12647
Raipur,6,1,6,4,0,0,1,0,0,0,0,8754
Chennai,4,4,1,4,0,0,0,1,1,1,1,14931
Hyderabad,9,2,3,3,0,1,1,0,0,1,0,12230
Chandigarh,1,3,2,3,1,0,0,1,0,1,0,8742
Pune,9,3,6,1,1,0,0,1,1,1,1,14693
Surat,8,2,1,4,1,1,1,1,1,1,1,12836
Coimbatore,8,4,6,3,1,0,0,1,0,0,0,13401
Mumbai,4,5,4,3,1,0,0,1,1,1,0,14778
Ahmedabad,7,4,2,2,0,0,1,1,1,0,1,14142
Patna,2,2,5,1,1,1,0,0,0,0,0,6652
Dehradun,5,1,3,4,1,1,0,0,1,1,0,7941
Delhi,10,4,1,4,1,1,1,1,1,0,1,16340
Hyderabad,1,3,6,2,1,1,1,0,1,0,0,10420
Pune,2,5,2,4,0,0,0,1,1,0,1,13457
Delhi,1,3,3,1,1,0,1,0,1,0,1,9732
Patna,5,4,6,1,1,1,0,0,1,1,1,10763
Pune,1,3,2,2,0,0,0,1,1,1,1,11856
Udaipur,8,3,2,1,1,1,1,0,0,1,1,9288
Patna,9,1,1,4,1,0,1,1,0,1,1,12118
Indore,8,4,4,3,1,0,1,1,0,0,0,12899
Surat,3,3,1,4,1,0,0,1,0,0,0,10649
Bhopal,7,4,6,2,0,0,1,0,1,0,0,10937
Hyderabad,8,3,5,1,1,1,0,0,0,0,0,10205
Agra,4,5,3,1,1,0,0,0,0,0,0,7682
Shimla,2,4,2,2,1,0,0,1,0,0,0,8521
Dehradun,6,3,6,4,1,1,1,0,0,1,1,10621
Lucknow,8,4,1,1,1,0,1,1,1,0,0,11246
Mumbai,5,1,6,2,0,1,1,0,1,0,0,10408
Hyderabad,4,1,1,3,0,0,1,1,1,0,1,10660
Raipur,7,1,1,3,0,0,0,0,0,0,1,6088
Raipur,10,5,3,2,1,1,1,0,1,1,0,13111
Varanasi,8,2,2,1,0,0,0,0,1,1,1,7983
Surat,10,1,6,1,1,1,0,1,0,0,0,11582
Chandigarh,8,5,2,2,0,0,1,1,1,0,0,13652
Varanasi,10,5,3,1,0,0,0,1,1,0,0,11361
Bangalore,1,2,3,4,1,1,0,0,0,1,0,9208
Varanasi,6,5,2,3,1,1,0,1,0,0,1,12098
Indore,4,3,2,4,1,0,0,1,1,0,0,11819
Pune,6,2,3,3,0,1,0,1,1,1,1,12952
Pune,9,1,1,2,0,0,1,0,1,1,0,11078
Chandigarh,5,4,5,2,1,0,1,0,1,0,0,10747
Delhi,2,3,1,3,0,1,0,1,1,1,1,13099
Coimbatore,1,5,1,2,0,1,1,0,0,0,0,7499
Varanasi,5,5,2,2,0,1,1,0,0,1,0,8883
Dehradun,9,1,5,2,1,1,1,0,0,1,0,8812
Mumbai,2,2,6,2,0,1,0,1,0,0,1,10682
Lucknow,7,1,4,1,0,0,0,1,1,1,0,11377
Pune,2,4,2,4,1,0,0,0,0,1,1,11017
Ahmedabad,5,3,6,3,0,1,1,0,0,0,1,11775
Shimla,4,4,6,2,0,0,0,0,0,0,1,8609
Bhopal,2,4,4,4,0,0,1,0,0,1,0,8903
Surat,7,3,4,3,1,0,1,1,1,1,0,13485
Chandigarh,6,2,5,3,1,0,1,0,1,1,1,10690
Pune,7,2,2,3,1,0,1,0,1,0,0,10331
Chennai,1,1,1,2,0,0,1,1,1,0,0,10321
Shimla,7,1,1,3,0,1,0,0,0,1,1,7977
Chennai,10,1,3,2,1,0,0,1,1,0,0,12743
Kolkata,9,4,1,4,1,1,0,0,0,1,1,13650
Patna,4,5,4,3,0,0,1,1,1,1,0,12979
Chennai,5,1,2,3,1,0,1,1,1,1,0,12339
Nagpur,6,4,1,3,0,1,1,1,0,0,0,11031
Nagpur,8,5,3,2,1,0,0,0,1,0,0,10172
Dehradun,2,5,2,4,1,0,1,0,1,1,0,10570
Surat,6,5,1,1,1,0,1,0,1,0,0,9646
Jodhpur,3,4,2,3,0,1,1,0,0,1,1,9657
Dehradun,10,5,2,4,1,1,0,0,1,1,0,12417
Jodhpur,2,5,5,3,1,0,1,1,1,0,1,11405
Bhopal,10,4,4,4,0,0,0,0,1,1,1,13402
Ahmedabad,3,2,4,3,0,0,0,1,0,1,0,11935
Bangalore,5,1,2,2,0,1,0,0,0,1,0,8409
Ahmedabad,1,2,1,4,0,1,0,0,0,1,0,8501
Mysore,7,4,5,1,1,1,0,0,1,0,0,9416
Delhi,9,5,3,4,1,0,0,0,1,1,0,14086
Chennai,2,4,1,4,1,0,1,1,0,1,1,13563
Raipur,10,3,1,1,0,1,0,0,0,0,1,7566
Lucknow,7,1,5,4,0,1,0,1,0,1,1,12377
Hyderabad,8,4,6,2,0,0,1,1,1,1,0,16344
Indore,5,3,6,4,1,0,1,0,0,0,0,10717
Patna,4,1,1,3,1,1,0,1,1,1,0,10949
Pune,4,2,3,2,0,0,0,1,1,0,1,11276
Delhi,7,5,2,4,0,0,0,1,1,1,0,15097
Hyderabad,1,2,2,3,0,1,1,0,1,0,0,9954
Udaipur,5,2,5,4,1,0,0,0,1,1,1,9845
Lucknow,9,1,3,4,0,0,0,0,1,0,0,9179
Pune,1,4,3,3,0,0,1,1,0,0,0,11919
Mumbai,1,4,3,1,1,0,0,1,1,0,1,11620
Mumbai,9,4,3,1,0,1,1,0,1,0,1,13149
Shimla,4,4,4,1,0,1,0,1,0,1,0,8777
Udaipur,2,2,3,2,1,1,1,1,1,0,0,8643
Coimbatore,9,1,4,3,1,0,0,1,1,0,0,11011
Indore,2,4,1,1,1,0,0,1,1,0,1,9314
Patna,4,1,4,2,1,0,0,0,0,0,0,5648
Coimbatore,9,2,2,3,0,1,0,1,1,0,1,11406
Delhi,9,4,5,2,0,1,1,1,1,1,0,16227
Chennai,8,1,2,3,0,1,1,0,1,1,0,11404
Mysore,10,3,5,3,1,0,1,1,1,0,0,13345
Udaipur,6,1,3,4,1,1,0,0,1,0,1,9239
Varanasi,10,5,2,1,0,1,1,1,1,1,0,13994
Chennai,4,1,4,4,1,1,1,1,1,1,0,13882
Shimla,6,1,3,1,0,1,0,1,1,1,0,9046
Surat,8,1,2,2,1,1,1,0,0,1,1,8998
Jaipur,9,1,6,2,1,0,0,1,1,0,1,12384
Coimbatore,2,5,2,2,1,0,1,1,0,1,1,10795
Delhi,7,1,1,3,0,0,0,0,1,1,0,10559
Pune,10,5,6,4,1,1,0,1,0,0,0,15607
Jodhpur,10,1,3,4,0,1,0,0,0,0,0,7785
Jodhpur,5,3,3,1,0,1,0,0,1,1,1,8961
Surat,5,1,4,4,0,0,0,1,0,0,1,9725
Mysore,4,5,5,1,0,0,0,1,0,1,0,9401
Bhopal,4,5,5,1,1,0,0,0,0,0,0,9739
Chandigarh,4,5,3,1,1,1,1,1,0,1,0,12285
Jaipur,2,1,5,4,1,1,0,1,1,0,1,10795
Jodhpur,9,4,2,2,1,1,1,1,1,0,1,12332
Bangalore,8,4,1,4,0,1,0,1,1,0,1,15465
Delhi,1,4,4,2,1,1,0,1,0,0,0,10988
Jodhpur,9,1,6,2,1,1,0,1,0,0,0,9253
Pune,9,3,3,3,1,1,0,0,1,1,1,12699
Chennai,3,2,6,4,1,1,1,1,0,1,0,14003
Raipur,1,4,3,1,1,1,0,1,0,1,0,9129
Agra,8,5,5,3,1,0,1,0,0,1,1,11655
Shimla,6,2,3,2,1,0,1,0,1,0,0,7814
Surat,2,1,6,3,0,1,0,0,1,1,0,8730
Jaipur,7,2,5,1,1,1,1,0,1,1,1,11480
Chandigarh,3,1,5,1,1,1,0,1,1,1,0,11114
Raipur,3,1,1,3,1,0,0,0,0,0,0,4182
Patna,1,1,2,2,0,1,1,1,1,0,1,8318
Surat,5,5,6,1,1,0,1,1,1,1,0,12579
Kolkata,2,1,6,3,0,1,0,1,1,1,0,11386
Mumbai,10,5,2,3,0,0,1,0,0,1,0,13876
Dehradun,7,2,5,3,1,0,0,1,0,0,1,10528
Agra,9,5,3,3,1,1,0,0,0,0,1,9801
Chennai,8,5,1,4,1,1,0,0,1,0,0,12491
Hyderabad,3,3,2,4,1,1,1,0,1,0,1,12578
Coimbatore,6,5,3,3,0,0,1,0,1,1,1,12283
Jodhpur,5,4,4,1,1,0,0,0,1,0,0,7592
Raipur,8,2,1,2,1,0,1,1,1,1,0,10231
Delhi,10,2,5,1,0,1,0,1,0,1,0,13523
Bangalore,9,1,6,2,1,1,0,0,0,0,1,10477
Hyderabad,3,5,4,4,0,0,1,0,1,1,1,13016
Coimbatore,9,4,5,4,0,1,1,1,1,0,0,13805
Lucknow,9,2,4,2,1,0,0,0,1,1,0,9402
Chennai,7,4,5,3,1,0,0,0,1,1,0,12382
Mumbai,9,2,6,2,0,0,1,1,0,0,1,12860
Raipur,2,4,3,3,1,1,0,1,0,0,0,8582
Nagpur,2,3,3,1,0,0,0,1,0,0,0,7335
Varanasi,2,2,3,3,1,0,0,0,0,1,1,7918
Shimla,6,2,6,4,1,0,1,0,0,1,0,9946
Lucknow,4,2,5,1,1,0,0,1,0,0,0,9761
Dehradun,1,4,5,1,0,0,1,1,0,1,0,9126
Chennai,1,1,1,3,0,0,1,1,1,1,0,10927
Mumbai,6,5,3,2,0,0,1,0,1,1,1,13750
Jodhpur,8,2,5,1,1,1,0,0,0,1,0,8485
Varanasi,7,3,2,3,0,1,1,0,0,1,1,8573
Surat,1,4,3,3,1,0,0,1,1,0,0,9889
Jodhpur,3,5,2,4,1,0,1,0,1,1,1,9982
Kolkata,9,2,4,2,0,1,0,1,1,0,1,13662
Chandigarh,3,3,1,1,0,1,0,0,1,0,0,6743
Delhi,7,2,6,2,0,0,0,1,1,0,1,12526
Dehradun,7,1,3,4,0,1,0,0,0,1,0,7390
Chandigarh,5,4,1,1,1,1,1,0,1,0,1,9547
Jodhpur,5,5,3,1,0,1,0,1,0,0,1,9867
Kolkata,4,5,6,1,1,0,0,1,0,1,1,13417
Jodhpur,6,2,3,2,0,0,1,1,1,1,1,10523
Coimbatore,10,2,2,3,0,0,0,1,0,1,1,10868
Jodhpur,2,2,6,4,0,0,1,1,1,0,1,11106
Jaipur,3,3,6,3,0,0,0,0,0,1,1,8442
Shimla,3,4,2,1,0,0,1,1,1,1,1,9854
Agra,3,4,5,3,0,0,1,0,1,0,1,10293
Chandigarh,4,1,4,1,0,1,0,0,1,0,1,7061
Bhopal,9,2,5,2,1,0,0,1,1,1,0,12562
Bangalore,5,1,3,3,1,1,1,1,1,0,1,13533
Udaipur,3,1,2,4,1,0,0,1,1,1,0,9880
Nagpur,6,3,3,4,1,1,0,1,0,1,0,11732
Nagpur,9,1,6,2,0,0,1,1,0,1,0,11557
Udaipur,10,1,3,4,0,0,0,0,1,0,1,8563
Raipur,5,4,1,1,1,1,1,1,0,1,0,10071
Shimla,10,2,2,1,1,1,0,0,1,0,0,9228
Bangalore,10,3,4,3,0,0,1,0,0,1,1,12473
Shimla,2,2,6,3,0,0,0,1,1,1,1,9886
Chennai,4,3,4,3,1,0,0,0,0,1,0,11186
Agra,1,5,3,1,0,1,0,1,0,1,1,9083
Pune,10,3,1,2,0,1,1,1,0,0,0,12525
Chennai,4,1,3,4,1,0,0,1,1,0,1,11972
Pune,5,4,3,2,0,0,1,0,0,1,0,11354
Shimla,8,3,1,1,1,0,0,0,1,0,0,7529
Lucknow,3,1,1,2,0,1,1,0,1,1,1,8113
Coimbatore,3,1,1,4,1,1,1,0,1,1,0,9226
Mumbai,5,3,1,2,1,1,1,0,1,0,0,10210
Raipur,10,2,4,2,0,0,1,1,1,0,1,11154
Coimbatore,9,4,1,1,0,0,1,1,0,0,1,11456
Delhi,1,4,2,4,0,0,1,0,1,0,1,11759
Varanasi,10,5,5,1,0,0,0,1,0,0,1,11523
Jodhpur,8,3,3,1,1,0,0,1,1,1,0,10935
Surat,8,5,5,2,0,0,1,0,1,0,0,10848
Chennai,1,3,6,2,0,0,0,0,0,0,0,8642
Chennai,8,4,5,1,0,1,0,0,0,0,1,11803
Dehradun,6,5,1,2,0,1,0,0,1,1,1,9557
Ahmedabad,3,2,3,2,0,1,0,1,1,1,1,12984
Delhi,6,2,2,2,0,1,0,0,0,1,0,10594
Hyderabad,3,5,1,4,1,0,1,1,1,1,1,15974
Jaipur,6,2,2,1,0,0,0,1,1,1,0,9626
Pune,4,1,1,3,1,1,0,1,0,1,0,10804
Chandigarh,8,3,1,4,0,1,1,1,1,1,0,13055
